               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.016678,           0.0064313,           0.0014219,             0.99592,                   1,               0.995,             0.87867,           0.0095048,           0.0027946,          0.00059321,             0.00736,             0.00736,             0.00736
                 162,            0.017417,           0.0063263,           0.0014303,             0.99607,                   1,               0.995,             0.87559,           0.0094839,            0.002863,          0.00064366,           0.0073435,           0.0073435,           0.0073435
                 163,            0.016725,           0.0063076,           0.0014676,             0.99615,                   1,               0.995,             0.87862,           0.0094634,           0.0028028,          0.00056511,            0.007327,            0.007327,            0.007327
                 164,            0.016988,           0.0063739,           0.0013686,             0.99611,                   1,               0.995,             0.87988,           0.0094563,           0.0028172,          0.00061149,           0.0073105,           0.0073105,           0.0073105
                 165,            0.016647,           0.0061605,           0.0014902,             0.99603,                   1,               0.995,             0.87597,            0.009348,           0.0027875,          0.00057423,            0.007294,            0.007294,            0.007294
                 166,            0.017031,           0.0061587,           0.0014429,             0.99639,                   1,               0.995,             0.87481,           0.0097772,           0.0028274,          0.00059796,           0.0072775,           0.0072775,           0.0072775
                 167,            0.017319,           0.0063346,           0.0014987,             0.99581,                   1,               0.995,             0.87772,           0.0094151,           0.0028251,          0.00064146,            0.007261,            0.007261,            0.007261
                 168,            0.017263,           0.0063837,           0.0017527,             0.99575,              0.9983,               0.995,             0.88094,           0.0094413,           0.0028318,          0.00064289,           0.0072445,           0.0072445,           0.0072445
                 169,             0.01672,            0.006348,           0.0014721,             0.99609,                   1,               0.995,             0.87722,           0.0096206,           0.0028411,          0.00060223,            0.007228,            0.007228,            0.007228
                 170,            0.017335,           0.0062686,            0.001477,             0.99104,             0.99811,               0.995,             0.85206,            0.011211,           0.0032241,          0.00059211,           0.0072115,           0.0072115,           0.0072115
                 171,            0.016441,           0.0061398,           0.0016358,              0.9967,                   1,               0.995,             0.87938,           0.0098324,           0.0028183,          0.00057964,            0.007195,            0.007195,            0.007195
                 172,            0.016741,           0.0062844,           0.0016492,             0.99653,                   1,               0.995,             0.87791,           0.0099942,            0.002817,          0.00050504,           0.0071785,           0.0071785,           0.0071785
                 173,            0.016995,            0.006261,           0.0016135,             0.99564,                   1,               0.995,             0.88674,           0.0089283,           0.0027437,          0.00056303,            0.007162,            0.007162,            0.007162
                 174,            0.016409,           0.0063739,           0.0014722,             0.99496,                   1,               0.995,             0.88018,           0.0093576,            0.002793,          0.00051417,           0.0071455,           0.0071455,           0.0071455
                 175,            0.016476,           0.0063052,           0.0014717,             0.99602,                   1,               0.995,             0.87713,           0.0096426,           0.0028476,          0.00053714,            0.007129,            0.007129,            0.007129
                 176,            0.016881,           0.0062532,            0.001425,             0.99639,             0.99977,               0.995,             0.87672,            0.010133,           0.0028057,          0.00056069,           0.0071125,           0.0071125,           0.0071125
                 177,            0.016709,           0.0063376,           0.0013997,             0.99583,                   1,               0.995,             0.87896,           0.0090498,           0.0027255,          0.00053043,            0.007096,            0.007096,            0.007096
                 178,            0.016835,           0.0061727,           0.0014225,             0.99608,                   1,               0.995,             0.87882,           0.0093907,           0.0027461,           0.0005825,           0.0070795,           0.0070795,           0.0070795
                 179,            0.016291,           0.0061127,           0.0013046,             0.99653,                   1,               0.995,             0.87957,            0.009217,           0.0027544,          0.00051774,            0.007063,            0.007063,            0.007063
                 180,            0.016717,           0.0062504,            0.001318,             0.99601,                   1,               0.995,             0.88018,           0.0094725,           0.0028082,          0.00054233,           0.0070465,           0.0070465,           0.0070465
                 181,             0.01609,           0.0062639,           0.0012189,             0.99541,                   1,               0.995,             0.87608,           0.0094167,            0.002798,          0.00058353,             0.00703,             0.00703,             0.00703
                 182,            0.016137,           0.0062324,           0.0013265,             0.99648,                   1,               0.995,             0.87805,           0.0093858,           0.0028384,          0.00049453,           0.0070135,           0.0070135,           0.0070135
                 183,            0.016295,           0.0060351,           0.0014478,             0.99628,                   1,               0.995,             0.88074,           0.0094364,           0.0027728,          0.00047718,            0.006997,            0.006997,            0.006997
                 184,            0.016181,           0.0062945,           0.0012527,             0.99596,                   1,               0.995,             0.87599,           0.0091688,           0.0027676,          0.00054103,           0.0069805,           0.0069805,           0.0069805
                 185,            0.016111,           0.0061578,            0.001505,              0.9964,                   1,               0.995,             0.88468,           0.0089398,           0.0027165,          0.00044908,            0.006964,            0.006964,            0.006964
                 186,            0.016584,           0.0060353,           0.0015761,             0.99541,                   1,               0.995,             0.87315,            0.009414,           0.0029189,          0.00045142,           0.0069475,           0.0069475,           0.0069475
                 187,            0.016302,           0.0059886,           0.0014841,             0.99598,                   1,               0.995,             0.87688,           0.0094736,           0.0028531,          0.00044202,            0.006931,            0.006931,            0.006931
                 188,            0.016241,           0.0062719,           0.0016247,             0.99627,                   1,               0.995,             0.87883,           0.0092488,           0.0027844,          0.00045004,           0.0069145,           0.0069145,           0.0069145
                 189,            0.016913,           0.0062275,           0.0013806,             0.99603,                   1,               0.995,             0.88023,           0.0094493,           0.0027374,          0.00046078,            0.006898,            0.006898,            0.006898
                 190,            0.016621,           0.0062779,            0.001395,             0.99567,                   1,               0.995,             0.87503,           0.0093394,            0.002774,          0.00052266,           0.0068815,           0.0068815,           0.0068815
                 191,            0.016708,           0.0061832,           0.0015698,             0.99621,                   1,               0.995,             0.88146,           0.0089082,           0.0027285,          0.00053719,            0.006865,            0.006865,            0.006865
                 192,            0.016332,           0.0061012,           0.0016749,             0.99637,                   1,               0.995,             0.87889,           0.0093785,            0.002739,          0.00050923,           0.0068485,           0.0068485,           0.0068485
                 193,            0.016729,           0.0061126,           0.0016081,             0.99632,                   1,               0.995,             0.87621,           0.0094178,           0.0027897,          0.00051779,            0.006832,            0.006832,            0.006832
                 194,            0.016164,           0.0061047,            0.001236,             0.99636,                   1,               0.995,             0.88412,            0.008715,            0.002808,          0.00045391,           0.0068155,           0.0068155,           0.0068155
                 195,            0.016223,           0.0060788,           0.0012447,              0.9961,                   1,               0.995,             0.87993,           0.0088065,           0.0027898,          0.00044804,            0.006799,            0.006799,            0.006799
                 196,            0.016362,           0.0059093,           0.0015275,             0.99622,                   1,               0.995,             0.88114,           0.0090137,            0.002787,          0.00047676,           0.0067825,           0.0067825,           0.0067825
                 197,             0.01619,           0.0061304,           0.0014148,             0.99622,                   1,               0.995,             0.87993,           0.0092036,           0.0028028,           0.0004964,            0.006766,            0.006766,            0.006766
                 198,            0.015915,           0.0060747,           0.0012967,             0.99639,                   1,               0.995,             0.88442,           0.0090154,           0.0027475,          0.00043732,           0.0067495,           0.0067495,           0.0067495
                 199,            0.016248,           0.0061856,           0.0013027,             0.99603,                   1,               0.995,             0.88237,           0.0094738,           0.0027412,          0.00042219,            0.006733,            0.006733,            0.006733
                 200,             0.01598,           0.0060628,           0.0013626,             0.99629,                   1,               0.995,             0.88456,           0.0093226,           0.0027298,          0.00044626,           0.0067165,           0.0067165,           0.0067165
                 201,            0.016088,            0.006035,           0.0012338,             0.99621,                   1,               0.995,             0.88188,           0.0090884,           0.0026943,          0.00045136,              0.0067,              0.0067,              0.0067
                 202,            0.016172,            0.005999,           0.0012621,             0.99602,                   1,               0.995,             0.88201,           0.0092812,           0.0027154,          0.00047268,           0.0066835,           0.0066835,           0.0066835
                 203,            0.015766,           0.0062578,           0.0012827,             0.99616,                   1,               0.995,             0.88043,           0.0091286,           0.0027498,          0.00042547,            0.006667,            0.006667,            0.006667
                 204,            0.015724,           0.0060361,           0.0012053,             0.99656,                   1,               0.995,              0.8834,           0.0090583,           0.0026887,           0.0004187,           0.0066505,           0.0066505,           0.0066505
                 205,            0.016201,           0.0059534,           0.0013001,             0.99635,                   1,               0.995,             0.88243,           0.0092001,           0.0026903,          0.00043496,            0.006634,            0.006634,            0.006634
                 206,            0.016135,           0.0059598,           0.0013645,             0.99622,                   1,               0.995,              0.8777,           0.0092018,           0.0027007,          0.00050886,           0.0066175,           0.0066175,           0.0066175
                 207,            0.016083,           0.0062255,           0.0015376,             0.99619,                   1,               0.995,             0.88395,           0.0089051,           0.0026428,          0.00046427,            0.006601,            0.006601,            0.006601
                 208,            0.015879,           0.0060712,           0.0015185,             0.99596,                   1,               0.995,             0.87819,            0.008925,           0.0026695,           0.0005561,           0.0065845,           0.0065845,           0.0065845
                 209,            0.016518,            0.006067,           0.0014396,             0.99609,                   1,               0.995,             0.88321,           0.0093351,           0.0027172,          0.00046998,            0.006568,            0.006568,            0.006568
                 210,            0.016366,           0.0060427,           0.0013468,             0.99635,                   1,               0.995,              0.8808,           0.0094263,           0.0027487,          0.00048378,           0.0065515,           0.0065515,           0.0065515
                 211,             0.01603,           0.0062093,           0.0013401,             0.99637,                   1,               0.995,             0.87994,           0.0092369,           0.0026532,          0.00041222,            0.006535,            0.006535,            0.006535
                 212,            0.016039,           0.0058776,           0.0012503,             0.99614,                   1,               0.995,             0.88313,           0.0091208,           0.0026944,          0.00042552,           0.0065185,           0.0065185,           0.0065185
                 213,            0.016125,           0.0060414,           0.0011276,             0.99618,                   1,               0.995,             0.88388,           0.0089752,            0.002691,          0.00047084,            0.006502,            0.006502,            0.006502
                 214,            0.016128,           0.0059364,           0.0012094,             0.99571,                   1,               0.995,             0.88253,           0.0091212,           0.0026667,           0.0004782,           0.0064855,           0.0064855,           0.0064855
                 215,            0.016058,           0.0060234,           0.0012631,             0.99654,                   1,               0.995,             0.88309,           0.0086372,           0.0026493,          0.00050928,            0.006469,            0.006469,            0.006469
                 216,            0.016259,           0.0060786,           0.0011041,             0.99621,                   1,               0.995,             0.88237,           0.0087605,           0.0026162,          0.00043864,           0.0064525,           0.0064525,           0.0064525
                 217,             0.01542,           0.0058481,           0.0011931,             0.99592,                   1,               0.995,             0.88303,           0.0088715,           0.0026514,          0.00039983,            0.006436,            0.006436,            0.006436
                 218,            0.015857,           0.0060061,           0.0012298,             0.99619,                   1,               0.995,             0.88261,           0.0089256,           0.0026388,          0.00040716,           0.0064195,           0.0064195,           0.0064195
                 219,            0.015594,           0.0059523,           0.0012907,             0.99638,                   1,               0.995,             0.88302,           0.0091944,           0.0026735,          0.00040317,            0.006403,            0.006403,            0.006403
                 220,            0.016019,           0.0060211,            0.001088,             0.99604,                   1,               0.995,             0.87898,            0.008986,           0.0027032,          0.00045131,           0.0063865,           0.0063865,           0.0063865
                 221,            0.015281,           0.0059657,           0.0011686,             0.99589,                   1,               0.995,             0.87869,           0.0088662,           0.0026623,          0.00044454,             0.00637,             0.00637,             0.00637
                 222,            0.015382,            0.005978,           0.0011327,             0.99586,                   1,               0.995,             0.88439,           0.0090803,            0.002706,          0.00041546,           0.0063535,           0.0063535,           0.0063535
                 223,            0.015023,           0.0058831,           0.0011053,              0.9961,                   1,               0.995,             0.88386,           0.0089775,           0.0026596,          0.00040132,            0.006337,            0.006337,            0.006337
                 224,            0.015569,           0.0059079,           0.0010967,             0.99595,                   1,               0.995,             0.88029,           0.0091092,           0.0026554,          0.00040519,           0.0063205,           0.0063205,           0.0063205
                 225,            0.015337,            0.005862,           0.0013166,             0.99615,                   1,               0.995,             0.88606,           0.0089915,              0.0027,          0.00038917,            0.006304,            0.006304,            0.006304
                 226,            0.016109,           0.0060711,           0.0013263,             0.99619,                   1,               0.995,             0.88204,           0.0091137,           0.0026889,          0.00041631,           0.0062875,           0.0062875,           0.0062875
                 227,            0.015301,           0.0061158,           0.0012614,             0.99618,                   1,               0.995,             0.88277,            0.009495,           0.0027238,          0.00043472,            0.006271,            0.006271,            0.006271
                 228,            0.015574,           0.0058931,           0.0011182,             0.99658,                   1,               0.995,             0.88399,           0.0092056,           0.0026445,          0.00042135,           0.0062545,           0.0062545,           0.0062545
                 229,            0.014982,             0.00587,           0.0010906,             0.99653,                   1,               0.995,             0.88697,           0.0089486,           0.0026218,          0.00035558,            0.006238,            0.006238,            0.006238
                 230,            0.015342,           0.0059437,           0.0013643,             0.99615,                   1,               0.995,             0.88811,           0.0089707,           0.0026624,          0.00038182,           0.0062215,           0.0062215,           0.0062215
                 231,            0.015849,           0.0060162,           0.0013646,             0.99603,                   1,               0.995,             0.88256,           0.0090732,           0.0027065,          0.00036211,            0.006205,            0.006205,            0.006205
                 232,            0.015095,           0.0059053,           0.0012339,             0.99576,                   1,               0.995,             0.88288,           0.0089163,            0.002681,          0.00033167,           0.0061885,           0.0061885,           0.0061885
                 233,            0.015117,           0.0059663,           0.0011437,             0.99642,                   1,               0.995,             0.88437,           0.0087923,           0.0026422,          0.00029861,            0.006172,            0.006172,            0.006172
                 234,            0.015621,           0.0060377,           0.0013392,             0.99632,                   1,               0.995,             0.88239,           0.0089832,           0.0026505,           0.0003456,           0.0061555,           0.0061555,           0.0061555
                 235,            0.015647,           0.0059804,           0.0013205,             0.99617,                   1,               0.995,             0.88639,           0.0088928,           0.0026522,          0.00038474,            0.006139,            0.006139,            0.006139
                 236,            0.015365,           0.0058801,           0.0010551,             0.99627,                   1,               0.995,             0.88749,           0.0089694,           0.0026231,          0.00036152,           0.0061225,           0.0061225,           0.0061225
                 237,            0.015597,           0.0058912,           0.0010831,             0.99595,                   1,               0.995,             0.89042,           0.0090459,           0.0026616,          0.00037753,            0.006106,            0.006106,            0.006106
                 238,            0.015119,            0.005978,           0.0010696,             0.99591,                   1,               0.995,             0.88726,           0.0087971,           0.0026056,          0.00039688,           0.0060895,           0.0060895,           0.0060895
                 239,            0.015312,           0.0057913,           0.0010296,             0.99629,                   1,               0.995,             0.88756,           0.0087199,           0.0026037,          0.00036294,            0.006073,            0.006073,            0.006073
                 240,            0.014908,           0.0057935,          0.00096745,             0.99632,                   1,               0.995,              0.8846,           0.0087264,            0.002613,           0.0003369,           0.0060565,           0.0060565,           0.0060565
                 241,            0.015254,           0.0059041,          0.00095462,             0.99629,                   1,               0.995,             0.88755,           0.0087809,           0.0026563,          0.00037476,             0.00604,             0.00604,             0.00604
                 242,            0.015523,           0.0059075,           0.0011148,             0.99621,                   1,               0.995,             0.88564,           0.0089616,           0.0026456,          0.00034611,           0.0060235,           0.0060235,           0.0060235
                 243,            0.014881,           0.0058588,           0.0010082,             0.99649,                   1,               0.995,             0.88529,            0.008694,           0.0026187,          0.00031907,            0.006007,            0.006007,            0.006007
                 244,            0.015169,           0.0059148,           0.0011155,             0.99616,                   1,               0.995,             0.89136,           0.0086689,           0.0026195,            0.000343,           0.0059905,           0.0059905,           0.0059905
                 245,            0.014818,           0.0059841,           0.0012825,             0.99643,                   1,               0.995,             0.88765,           0.0086209,           0.0026535,          0.00035365,            0.005974,            0.005974,            0.005974
                 246,            0.015245,           0.0059978,           0.0013054,             0.99647,                   1,               0.995,              0.8865,            0.008728,           0.0025997,          0.00029953,           0.0059575,           0.0059575,           0.0059575
                 247,            0.014969,           0.0058507,           0.0011574,             0.99609,                   1,               0.995,             0.88924,           0.0089443,           0.0026194,          0.00032978,            0.005941,            0.005941,            0.005941
                 248,            0.015543,           0.0056712,           0.0011647,              0.9961,                   1,               0.995,             0.88653,           0.0088007,           0.0026001,          0.00032836,           0.0059245,           0.0059245,           0.0059245
                 249,            0.015012,            0.005911,           0.0011943,             0.99614,                   1,               0.995,             0.88837,           0.0087423,           0.0026076,          0.00031623,            0.005908,            0.005908,            0.005908
                 250,            0.015112,            0.005858,           0.0011588,             0.99634,                   1,               0.995,             0.88928,           0.0088268,           0.0026064,          0.00030959,           0.0058915,           0.0058915,           0.0058915
                 251,            0.015259,           0.0059737,           0.0012507,             0.99649,                   1,               0.995,             0.88928,           0.0087376,           0.0025863,          0.00031829,            0.005875,            0.005875,            0.005875
                 252,            0.014869,           0.0058346,           0.0011325,             0.99636,                   1,               0.995,             0.88178,           0.0088675,           0.0026193,          0.00030286,           0.0058585,           0.0058585,           0.0058585
                 253,            0.014767,           0.0057448,           0.0010535,             0.99635,                   1,               0.995,             0.88452,           0.0088648,           0.0026512,          0.00031268,            0.005842,            0.005842,            0.005842
                 254,            0.014919,           0.0057029,           0.0015304,             0.99572,                   1,               0.995,             0.88315,           0.0089732,           0.0026684,          0.00031852,           0.0058255,           0.0058255,           0.0058255
                 255,            0.015495,           0.0058794,           0.0013171,             0.99606,                   1,               0.995,             0.89056,           0.0088266,           0.0026505,          0.00030312,            0.005809,            0.005809,            0.005809
                 256,            0.015625,           0.0058765,           0.0012917,             0.99622,                   1,               0.995,             0.88599,           0.0088577,            0.002615,           0.0002817,           0.0057925,           0.0057925,           0.0057925
                 257,             0.01509,           0.0059073,           0.0011372,             0.99602,                   1,               0.995,             0.88305,           0.0090157,           0.0026557,          0.00030536,            0.005776,            0.005776,            0.005776
                 258,             0.01495,           0.0059419,           0.0011153,             0.99618,                   1,               0.995,             0.88634,           0.0088814,           0.0026851,           0.0002855,           0.0057595,           0.0057595,           0.0057595
                 259,            0.015117,           0.0059424,           0.0010984,             0.99621,                   1,               0.995,             0.88579,           0.0086349,           0.0026303,          0.00030005,            0.005743,            0.005743,            0.005743
                 260,            0.014859,           0.0059653,           0.0011724,             0.99635,                   1,               0.995,              0.8848,           0.0087719,           0.0026151,          0.00028572,           0.0057265,           0.0057265,           0.0057265
                 261,            0.015198,           0.0057461,           0.0012688,             0.99625,                   1,               0.995,             0.88875,           0.0087238,           0.0026144,            0.000304,             0.00571,             0.00571,             0.00571
                 262,            0.014874,           0.0056693,           0.0011409,             0.99632,                   1,               0.995,             0.88138,           0.0089466,            0.002638,          0.00028649,           0.0056935,           0.0056935,           0.0056935
                 263,            0.014806,           0.0058771,           0.0011642,             0.99615,                   1,               0.995,             0.88344,           0.0089767,           0.0026702,          0.00027222,            0.005677,            0.005677,            0.005677
                 264,            0.015106,           0.0058705,          0.00094551,             0.99622,                   1,               0.995,             0.88419,           0.0089612,           0.0026303,          0.00027614,           0.0056605,           0.0056605,           0.0056605
                 265,            0.014856,           0.0057856,           0.0012797,             0.99595,                   1,               0.995,             0.88595,           0.0090728,            0.002686,          0.00031674,            0.005644,            0.005644,            0.005644
                 266,            0.014957,           0.0059438,           0.0011031,             0.99588,                   1,               0.995,             0.88818,           0.0088716,           0.0026516,          0.00030934,           0.0056275,           0.0056275,           0.0056275
                 267,            0.014555,            0.005653,           0.0010072,             0.99604,                   1,               0.995,              0.8876,           0.0088221,           0.0026228,          0.00029007,            0.005611,            0.005611,            0.005611
                 268,            0.014832,            0.005729,           0.0010614,             0.99601,                   1,               0.995,             0.88665,           0.0088334,           0.0026357,          0.00028524,           0.0055945,           0.0055945,           0.0055945
                 269,            0.014839,           0.0057364,          0.00099241,             0.99616,                   1,               0.995,             0.89171,           0.0086037,           0.0026096,          0.00031509,            0.005578,            0.005578,            0.005578
                 270,            0.014412,           0.0058101,           0.0010528,             0.99623,                   1,               0.995,             0.88565,           0.0086716,           0.0026303,          0.00030185,           0.0055615,           0.0055615,           0.0055615
                 271,            0.014544,           0.0058205,          0.00097353,             0.99605,                   1,               0.995,             0.88789,           0.0086372,           0.0025983,            0.000304,            0.005545,            0.005545,            0.005545
                 272,            0.014701,           0.0057227,          0.00091636,             0.99609,                   1,               0.995,             0.89305,           0.0086924,           0.0026064,            0.000298,           0.0055285,           0.0055285,           0.0055285
                 273,             0.01449,           0.0059008,           0.0010225,             0.99603,                   1,               0.995,             0.89184,           0.0086526,            0.002621,          0.00030679,            0.005512,            0.005512,            0.005512
                 274,            0.014838,           0.0058771,           0.0011402,             0.99597,                   1,               0.995,             0.88927,           0.0086202,           0.0026174,          0.00029194,           0.0054955,           0.0054955,           0.0054955
                 275,             0.01473,           0.0059171,           0.0011196,             0.99616,                   1,               0.995,             0.89042,           0.0085564,           0.0026414,          0.00028486,            0.005479,            0.005479,            0.005479
                 276,            0.014597,           0.0057967,           0.0010721,             0.99619,                   1,               0.995,             0.89222,           0.0085232,           0.0026281,          0.00028429,           0.0054625,           0.0054625,           0.0054625
                 277,            0.014587,           0.0054965,          0.00087531,             0.99598,                   1,               0.995,             0.89048,           0.0086699,           0.0026205,           0.0002807,            0.005446,            0.005446,            0.005446
                 278,            0.014669,           0.0056935,          0.00093648,             0.99592,                   1,               0.995,             0.89003,            0.008635,           0.0026254,          0.00027426,           0.0054295,           0.0054295,           0.0054295
                 279,            0.014272,           0.0057808,           0.0011096,             0.99595,                   1,               0.995,             0.88811,           0.0086937,           0.0026178,          0.00027095,            0.005413,            0.005413,            0.005413
                 280,            0.014707,           0.0057132,           0.0010952,               0.996,                   1,               0.995,              0.8898,           0.0087037,           0.0025838,          0.00027625,           0.0053965,           0.0053965,           0.0053965
                 281,            0.014235,           0.0056724,          0.00095814,             0.99621,                   1,               0.995,             0.89223,           0.0087858,           0.0025814,          0.00025626,             0.00538,             0.00538,             0.00538
                 282,            0.014666,           0.0058072,          0.00090731,             0.99615,                   1,               0.995,             0.88977,           0.0088877,           0.0026075,          0.00023484,           0.0053635,           0.0053635,           0.0053635
                 283,            0.014642,           0.0056977,          0.00094235,             0.99634,                   1,               0.995,             0.88815,           0.0088833,           0.0026233,          0.00025618,            0.005347,            0.005347,            0.005347
                 284,            0.014517,           0.0058211,           0.0010079,             0.99645,                   1,               0.995,             0.88856,           0.0089038,           0.0026255,          0.00025291,           0.0053305,           0.0053305,           0.0053305
                 285,            0.014481,           0.0057992,          0.00092242,             0.99647,                   1,               0.995,             0.89017,           0.0088412,           0.0026043,          0.00024072,            0.005314,            0.005314,            0.005314
                 286,            0.014536,           0.0059183,          0.00091926,             0.99636,                   1,               0.995,             0.89014,           0.0087568,           0.0025974,          0.00024194,           0.0052975,           0.0052975,           0.0052975
                 287,            0.014492,           0.0056346,          0.00086743,             0.99647,                   1,               0.995,             0.88776,           0.0088992,            0.002622,          0.00024475,            0.005281,            0.005281,            0.005281
                 288,            0.014458,           0.0055986,          0.00096374,             0.99653,                   1,               0.995,             0.88532,           0.0088012,           0.0026357,          0.00025599,           0.0052645,           0.0052645,           0.0052645
                 289,            0.014111,           0.0056078,          0.00091517,             0.99645,                   1,               0.995,             0.88585,           0.0088762,           0.0026295,          0.00026323,            0.005248,            0.005248,            0.005248
                 290,            0.014479,           0.0057572,          0.00099939,             0.99626,                   1,               0.995,              0.8873,           0.0088453,           0.0026265,          0.00025314,           0.0052315,           0.0052315,           0.0052315
                 291,            0.014565,           0.0055606,          0.00099273,             0.99633,                   1,               0.995,             0.88654,            0.008936,            0.002627,           0.0002431,            0.005215,            0.005215,            0.005215
                 292,            0.014533,           0.0057029,           0.0010057,             0.99623,                   1,               0.995,             0.88837,           0.0090553,           0.0026414,          0.00025511,           0.0051985,           0.0051985,           0.0051985
                 293,            0.014782,           0.0056327,          0.00096088,             0.99644,                   1,               0.995,             0.88694,           0.0090921,            0.002654,          0.00026546,            0.005182,            0.005182,            0.005182
                 294,            0.014133,           0.0056454,          0.00097897,             0.99636,                   1,               0.995,             0.88778,           0.0088979,           0.0026088,          0.00025966,           0.0051655,           0.0051655,           0.0051655
                 295,             0.01411,             0.00567,            0.001029,             0.99613,                   1,               0.995,             0.88565,           0.0088867,           0.0025858,          0.00025161,            0.005149,            0.005149,            0.005149
                 296,            0.014223,           0.0057686,           0.0011802,             0.99582,                   1,               0.995,             0.88891,           0.0089279,            0.002562,          0.00025154,           0.0051325,           0.0051325,           0.0051325
                 297,            0.014114,           0.0055718,            0.001103,             0.99597,                   1,               0.995,             0.88817,           0.0087303,           0.0025441,          0.00023659,            0.005116,            0.005116,            0.005116
                 298,            0.014279,            0.005611,          0.00096436,             0.99611,                   1,               0.995,             0.88512,           0.0088601,            0.002593,          0.00022449,           0.0050995,           0.0050995,           0.0050995
                 299,            0.014451,           0.0056569,          0.00095932,             0.99605,                   1,               0.995,             0.89038,           0.0087405,           0.0025988,          0.00022505,            0.005083,            0.005083,            0.005083
                 300,            0.014473,           0.0056482,          0.00091308,             0.99617,                   1,               0.995,             0.88844,           0.0087126,           0.0026114,          0.00022236,           0.0050665,           0.0050665,           0.0050665
                 301,            0.014483,           0.0057157,           0.0010567,             0.99611,                   1,               0.995,             0.88853,           0.0085989,           0.0025938,          0.00023878,             0.00505,             0.00505,             0.00505
                 302,            0.014672,           0.0056122,          0.00093967,             0.99644,                   1,               0.995,             0.88809,           0.0087442,           0.0025988,          0.00022762,           0.0050335,           0.0050335,           0.0050335
                 303,             0.01421,            0.005649,            0.001004,             0.99631,                   1,               0.995,             0.88928,           0.0087035,           0.0025632,          0.00023315,            0.005017,            0.005017,            0.005017
                 304,            0.013674,           0.0054815,          0.00094678,             0.99639,                   1,               0.995,             0.89166,           0.0087532,           0.0025732,          0.00021844,           0.0050005,           0.0050005,           0.0050005
                 305,            0.014553,           0.0057687,          0.00089651,             0.99631,                   1,               0.995,             0.88651,           0.0087554,           0.0026002,          0.00021755,            0.004984,            0.004984,            0.004984
                 306,             0.01421,           0.0055683,            0.001045,             0.99596,                   1,               0.995,             0.89216,           0.0086529,           0.0025687,           0.0002284,           0.0049675,           0.0049675,           0.0049675
                 307,             0.01423,           0.0056725,           0.0009436,             0.99625,                   1,               0.995,             0.89332,           0.0085884,            0.002558,          0.00022447,            0.004951,            0.004951,            0.004951
                 308,            0.014214,           0.0055963,           0.0010465,             0.99613,                   1,               0.995,             0.88869,            0.008502,           0.0025696,          0.00022695,           0.0049345,           0.0049345,           0.0049345
                 309,            0.014137,           0.0056063,          0.00088776,             0.99594,                   1,               0.995,             0.88919,           0.0085374,           0.0025697,          0.00021619,            0.004918,            0.004918,            0.004918
                 310,             0.01387,            0.005623,          0.00087673,               0.996,                   1,               0.995,             0.88798,            0.008602,           0.0025715,          0.00021474,           0.0049015,           0.0049015,           0.0049015
                 311,            0.014253,           0.0056376,          0.00086524,             0.99606,                   1,               0.995,             0.89226,           0.0085846,           0.0025532,          0.00021047,            0.004885,            0.004885,            0.004885
                 312,            0.014177,           0.0056191,          0.00090509,             0.99619,                   1,               0.995,             0.89084,           0.0085221,           0.0025677,          0.00021442,           0.0048685,           0.0048685,           0.0048685
                 313,             0.01407,           0.0055806,          0.00089451,             0.99623,                   1,               0.995,             0.89065,           0.0085057,           0.0025874,          0.00020963,            0.004852,            0.004852,            0.004852
                 314,             0.01407,           0.0056798,          0.00090552,             0.99606,                   1,               0.995,             0.88995,           0.0086286,            0.002595,          0.00021134,           0.0048355,           0.0048355,           0.0048355
                 315,            0.014145,            0.005509,          0.00097809,             0.99613,                   1,               0.995,             0.88979,            0.008702,           0.0025674,          0.00020344,            0.004819,            0.004819,            0.004819
                 316,            0.013904,           0.0056235,          0.00088535,             0.99616,                   1,               0.995,             0.88746,           0.0087089,           0.0025691,          0.00020038,           0.0048025,           0.0048025,           0.0048025
                 317,            0.013923,           0.0055057,          0.00092648,             0.99614,                   1,               0.995,             0.88794,           0.0086141,           0.0025652,           0.0002071,            0.004786,            0.004786,            0.004786
                 318,            0.014006,           0.0055537,          0.00089881,             0.99603,                   1,               0.995,              0.8876,           0.0086263,           0.0025742,          0.00020799,           0.0047695,           0.0047695,           0.0047695
                 319,            0.014006,           0.0055731,          0.00077055,             0.99599,                   1,               0.995,             0.88791,           0.0086102,           0.0025627,          0.00021001,            0.004753,            0.004753,            0.004753
                 320,            0.013971,            0.005508,          0.00078271,             0.99608,                   1,               0.995,             0.88567,           0.0086869,           0.0025657,          0.00021377,           0.0047365,           0.0047365,           0.0047365
                 321,            0.013893,            0.005453,          0.00083566,             0.99608,                   1,               0.995,             0.88656,           0.0086442,           0.0025509,          0.00021863,             0.00472,             0.00472,             0.00472
                 322,            0.013724,           0.0054388,          0.00082976,             0.99608,                   1,               0.995,             0.88963,           0.0085821,           0.0025423,          0.00021919,           0.0047035,           0.0047035,           0.0047035
                 323,            0.014208,           0.0054194,          0.00084072,             0.99612,                   1,               0.995,             0.88861,           0.0084978,           0.0025386,          0.00021531,            0.004687,            0.004687,            0.004687
