               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  49,            0.024055,           0.0080563,           0.0037486,             0.99461,             0.99822,               0.995,             0.79381,            0.014413,           0.0035577,           0.0013784,            0.009208,            0.009208,            0.009208
                  50,            0.023609,           0.0080993,           0.0036639,             0.99532,                   1,               0.995,             0.82472,            0.012655,           0.0034881,           0.0013148,           0.0091915,           0.0091915,           0.0091915
                  51,            0.023334,           0.0080216,           0.0035035,             0.99436,             0.99937,               0.995,             0.81626,            0.014298,           0.0035722,           0.0014179,            0.009175,            0.009175,            0.009175
                  52,            0.023966,           0.0078339,           0.0032993,             0.99589,             0.99886,               0.995,             0.83949,            0.012518,           0.0035708,           0.0013079,           0.0091585,           0.0091585,           0.0091585
                  53,            0.023286,           0.0079177,           0.0031818,             0.99409,             0.99783,               0.995,             0.81536,            0.013317,           0.0036506,           0.0015058,            0.009142,            0.009142,            0.009142
                  54,            0.023592,           0.0078549,           0.0031956,             0.99407,                   1,               0.995,             0.81379,            0.013069,           0.0034999,           0.0016723,           0.0091255,           0.0091255,           0.0091255
                  55,            0.023235,           0.0080478,           0.0037517,             0.99367,                   1,               0.995,             0.84262,             0.01233,           0.0033443,           0.0013048,            0.009109,            0.009109,            0.009109
                  56,            0.023107,           0.0077828,           0.0030391,             0.99494,                   1,               0.995,             0.84465,            0.011581,           0.0034376,           0.0014754,           0.0090925,           0.0090925,           0.0090925
                  57,            0.023003,           0.0078118,           0.0033288,             0.99504,                   1,               0.995,             0.82777,              0.0122,            0.003493,           0.0012821,            0.009076,            0.009076,            0.009076
                  58,            0.022983,           0.0075986,           0.0031664,             0.99517,             0.99871,               0.995,             0.82335,            0.012294,           0.0034852,           0.0013787,           0.0090595,           0.0090595,           0.0090595
                  59,            0.022139,           0.0075962,           0.0031742,             0.99373,                   1,               0.995,              0.8139,            0.013413,           0.0034233,           0.0013777,            0.009043,            0.009043,            0.009043
                  60,            0.022178,           0.0075657,           0.0032047,             0.99516,                   1,               0.995,             0.84091,            0.012042,           0.0033367,            0.001307,           0.0090265,           0.0090265,           0.0090265
                  61,            0.022602,           0.0075409,           0.0030754,             0.99524,                   1,               0.995,             0.84852,            0.011898,           0.0033684,            0.001269,             0.00901,             0.00901,             0.00901
                  62,            0.022597,           0.0075521,           0.0033028,             0.90878,             0.81977,             0.91944,             0.58073,            0.029816,           0.0070173,           0.0043529,           0.0089935,           0.0089935,           0.0089935
                  63,            0.021783,           0.0076899,           0.0028728,             0.99517,                   1,               0.995,             0.81893,            0.012825,           0.0034104,           0.0013175,            0.008977,            0.008977,            0.008977
                  64,            0.021985,           0.0074215,           0.0029415,              0.9944,                   1,               0.995,             0.84487,            0.011715,           0.0032433,           0.0012865,           0.0089605,           0.0089605,           0.0089605
                  65,            0.021866,           0.0076371,           0.0028405,             0.99496,                   1,               0.995,             0.83657,            0.012344,           0.0033762,           0.0011855,            0.008944,            0.008944,            0.008944
                  66,            0.021827,           0.0073751,             0.00276,             0.78339,             0.88072,             0.89814,             0.53662,              0.0331,           0.0081968,           0.0078567,           0.0089275,           0.0089275,           0.0089275
                  67,            0.021336,           0.0075629,           0.0030346,             0.99071,             0.99786,               0.995,             0.83001,            0.012784,           0.0034691,           0.0012807,            0.008911,            0.008911,            0.008911
                  68,             0.02226,           0.0075725,           0.0029968,             0.96376,             0.96694,             0.98389,             0.72234,            0.020137,           0.0047449,           0.0014921,           0.0088945,           0.0088945,           0.0088945
                  69,            0.021802,            0.007591,           0.0026717,             0.99534,                   1,               0.995,             0.83883,            0.012055,           0.0033101,           0.0012133,            0.008878,            0.008878,            0.008878
                  70,            0.021086,           0.0074592,            0.002605,             0.99603,                   1,               0.995,             0.81823,            0.012386,            0.003402,           0.0010349,           0.0088615,           0.0088615,           0.0088615
                  71,            0.021269,           0.0073492,           0.0024212,             0.99226,                   1,               0.995,             0.83961,            0.011578,           0.0032269,           0.0011438,            0.008845,            0.008845,            0.008845
                  72,            0.021649,           0.0075727,           0.0026253,             0.99546,                   1,               0.995,             0.83564,            0.011725,           0.0032476,           0.0010673,           0.0088285,           0.0088285,           0.0088285
                  73,            0.020512,           0.0070784,           0.0024091,             0.99501,             0.99945,               0.995,              0.8483,            0.011922,            0.003438,           0.0010557,            0.008812,            0.008812,            0.008812
                  74,            0.021669,           0.0073064,             0.00276,             0.99528,                   1,               0.995,             0.85662,            0.011141,           0.0032536,           0.0011944,           0.0087955,           0.0087955,           0.0087955
                  75,            0.020596,           0.0074268,           0.0025778,             0.99533,                   1,               0.995,             0.84627,            0.011674,           0.0032745,          0.00096359,            0.008779,            0.008779,            0.008779
                  76,            0.021678,            0.007243,           0.0025866,             0.99415,             0.99921,               0.995,               0.835,            0.012451,           0.0033631,           0.0010933,           0.0087625,           0.0087625,           0.0087625
                  77,            0.021255,           0.0075536,           0.0026652,             0.99504,             0.99847,               0.995,             0.84512,            0.011353,           0.0032553,           0.0011846,            0.008746,            0.008746,            0.008746
                  78,            0.021063,           0.0075002,            0.002683,             0.99483,             0.99832,               0.995,             0.83549,            0.011929,           0.0033571,           0.0012227,           0.0087295,           0.0087295,           0.0087295
                  79,            0.021069,             0.00743,           0.0027413,              0.9951,                   1,               0.995,             0.83552,            0.011889,           0.0034518,           0.0011591,            0.008713,            0.008713,            0.008713
                  80,            0.020997,           0.0071855,           0.0024705,             0.99418,             0.99777,               0.995,             0.85185,            0.011239,           0.0032575,           0.0011254,           0.0086965,           0.0086965,           0.0086965
                  81,             0.02028,           0.0072213,           0.0025212,             0.98048,             0.96268,             0.99419,             0.79596,            0.015732,           0.0041832,           0.0013341,             0.00868,             0.00868,             0.00868
                  82,            0.020557,           0.0072197,           0.0023925,              0.9951,                   1,               0.995,             0.85305,            0.010885,           0.0031586,           0.0010429,           0.0086635,           0.0086635,           0.0086635
                  83,            0.020409,           0.0070782,           0.0024771,             0.99574,                   1,               0.995,             0.83673,            0.011347,            0.003136,          0.00098145,            0.008647,            0.008647,            0.008647
                  84,            0.020533,           0.0071209,           0.0023811,             0.99065,             0.99974,               0.995,             0.84262,            0.011641,            0.003222,           0.0015117,           0.0086305,           0.0086305,           0.0086305
                  85,            0.020174,           0.0070937,           0.0025072,             0.99578,                   1,               0.995,             0.85995,            0.011366,            0.003196,          0.00086874,            0.008614,            0.008614,            0.008614
                  86,             0.02002,           0.0071279,           0.0025524,             0.99462,                   1,               0.995,             0.86279,            0.010504,           0.0031817,           0.0010393,           0.0085975,           0.0085975,           0.0085975
                  87,            0.019978,           0.0070952,           0.0026112,             0.99391,                   1,               0.995,             0.84673,            0.010844,           0.0031374,          0.00083002,            0.008581,            0.008581,            0.008581
                  88,            0.020324,           0.0070779,           0.0023362,              0.9951,                   1,               0.995,             0.84924,             0.01133,           0.0032267,           0.0010642,           0.0085645,           0.0085645,           0.0085645
                  89,            0.019836,           0.0071428,           0.0020391,             0.99445,                   1,               0.995,             0.84917,            0.011221,           0.0031921,           0.0011568,            0.008548,            0.008548,            0.008548
                  90,            0.019908,           0.0071183,            0.002071,             0.99564,                   1,               0.995,             0.86542,             0.01065,           0.0031508,           0.0010234,           0.0085315,           0.0085315,           0.0085315
                  91,            0.019513,           0.0070843,           0.0022162,             0.99539,                   1,               0.995,              0.8486,            0.011858,           0.0031663,          0.00099009,            0.008515,            0.008515,            0.008515
                  92,            0.020295,           0.0071244,           0.0026982,             0.99497,             0.99808,               0.995,             0.82596,            0.012162,           0.0035037,           0.0011209,           0.0084985,           0.0084985,           0.0084985
                  93,            0.019937,           0.0070017,           0.0020806,             0.99612,                   1,               0.995,             0.86044,            0.010622,           0.0031168,           0.0010212,            0.008482,            0.008482,            0.008482
                  94,            0.020308,           0.0069454,            0.002302,             0.99568,                   1,               0.995,             0.87293,            0.010067,           0.0029744,           0.0010055,           0.0084655,           0.0084655,           0.0084655
                  95,            0.019424,           0.0068336,           0.0023045,             0.99447,                   1,               0.995,             0.85651,            0.010844,           0.0031404,           0.0009093,            0.008449,            0.008449,            0.008449
                  96,            0.019659,           0.0070368,           0.0022755,             0.99579,             0.99795,               0.995,             0.85626,            0.010652,           0.0030629,          0.00084915,           0.0084325,           0.0084325,           0.0084325
                  97,            0.019398,           0.0069719,           0.0023418,              0.9959,                   1,               0.995,             0.85155,            0.011443,           0.0031446,          0.00081527,            0.008416,            0.008416,            0.008416
                  98,              0.0196,           0.0067349,           0.0021629,             0.99628,                   1,               0.995,             0.85507,            0.010671,           0.0031223,          0.00096489,           0.0083995,           0.0083995,           0.0083995
                  99,            0.019384,           0.0068327,           0.0021068,             0.99489,             0.99868,               0.995,             0.85096,            0.010565,           0.0031138,           0.0012085,            0.008383,            0.008383,            0.008383
                 100,            0.019446,           0.0069473,           0.0020823,             0.99586,                   1,               0.995,             0.86414,             0.01024,           0.0030456,          0.00095674,           0.0083665,           0.0083665,           0.0083665
                 101,             0.01944,           0.0068547,           0.0020757,             0.99585,                   1,               0.995,             0.86883,            0.010227,           0.0029252,          0.00091169,             0.00835,             0.00835,             0.00835
                 102,            0.019014,           0.0070374,           0.0022345,             0.99646,                   1,               0.995,             0.86135,            0.010615,           0.0030539,          0.00086178,           0.0083335,           0.0083335,           0.0083335
                 103,             0.01947,           0.0068691,           0.0023542,             0.99585,                   1,               0.995,             0.86277,             0.01037,           0.0030016,          0.00096112,            0.008317,            0.008317,            0.008317
                 104,            0.019436,           0.0068764,           0.0024779,             0.99599,                   1,               0.995,              0.8595,            0.010381,           0.0029957,          0.00094695,           0.0083005,           0.0083005,           0.0083005
                 105,            0.019243,           0.0070065,           0.0020429,             0.99442,                   1,               0.995,             0.86054,             0.01131,           0.0031784,          0.00088711,            0.008284,            0.008284,            0.008284
                 106,            0.018813,           0.0069013,            0.002074,             0.99608,                   1,               0.995,             0.86228,            0.010289,           0.0029937,          0.00081762,           0.0082675,           0.0082675,           0.0082675
                 107,            0.019593,           0.0069353,           0.0022484,             0.98357,             0.99602,               0.995,             0.82453,            0.013336,           0.0036994,           0.0016965,            0.008251,            0.008251,            0.008251
                 108,            0.019187,           0.0067541,           0.0020834,              0.9963,                   1,               0.995,             0.84951,              0.0112,           0.0031768,            0.000851,           0.0082345,           0.0082345,           0.0082345
                 109,            0.019703,           0.0069383,           0.0023757,             0.99569,                   1,               0.995,             0.86046,            0.011107,           0.0030744,          0.00087337,            0.008218,            0.008218,            0.008218
                 110,            0.018874,           0.0068805,           0.0018671,             0.99592,                   1,               0.995,             0.85531,            0.010484,           0.0030097,          0.00079774,           0.0082015,           0.0082015,           0.0082015
                 111,            0.018903,           0.0069118,           0.0019966,             0.99613,                   1,               0.995,             0.84899,            0.010552,           0.0030336,          0.00084213,            0.008185,            0.008185,            0.008185
                 112,            0.018645,           0.0065861,           0.0018938,             0.99624,                   1,               0.995,             0.85996,            0.010805,           0.0030485,          0.00086295,           0.0081685,           0.0081685,           0.0081685
                 113,            0.017969,           0.0065603,           0.0018541,             0.99594,                   1,               0.995,             0.86726,            0.010651,           0.0030061,          0.00082785,            0.008152,            0.008152,            0.008152
                 114,            0.018264,           0.0066166,           0.0020162,              0.9956,             0.99964,               0.995,              0.8698,           0.0099488,            0.002946,          0.00077518,           0.0081355,           0.0081355,           0.0081355
                 115,            0.018435,            0.006647,           0.0018106,             0.99622,                   1,               0.995,             0.85608,             0.01028,           0.0030705,          0.00085619,            0.008119,            0.008119,            0.008119
                 116,            0.018699,           0.0068061,           0.0019907,             0.99559,             0.99955,               0.995,              0.8543,            0.010999,           0.0030528,          0.00075629,           0.0081025,           0.0081025,           0.0081025
                 117,            0.018299,            0.006624,           0.0017411,             0.99594,                   1,               0.995,             0.86889,            0.010309,           0.0030171,          0.00083928,            0.008086,            0.008086,            0.008086
                 118,            0.018442,           0.0065342,           0.0018463,             0.99587,                   1,               0.995,             0.87165,            0.010203,           0.0029819,          0.00077335,           0.0080695,           0.0080695,           0.0080695
                 119,            0.018585,           0.0067037,           0.0018292,             0.99602,                   1,               0.995,              0.8667,            0.010263,           0.0030897,            0.000809,            0.008053,            0.008053,            0.008053
                 120,            0.017797,            0.006615,           0.0016285,             0.99614,                   1,               0.995,             0.86007,            0.010978,           0.0029486,          0.00072761,           0.0080365,           0.0080365,           0.0080365
                 121,            0.018663,           0.0066294,           0.0018681,             0.99554,                   1,               0.995,             0.86445,            0.010553,           0.0029773,          0.00090072,             0.00802,             0.00802,             0.00802
                 122,            0.018462,           0.0067095,           0.0019961,             0.99593,                   1,               0.995,              0.8608,            0.010632,           0.0029159,          0.00073047,           0.0080035,           0.0080035,           0.0080035
                 123,            0.018585,           0.0067438,           0.0019994,              0.9962,                   1,               0.995,             0.86202,            0.010259,           0.0030242,          0.00079218,            0.007987,            0.007987,            0.007987
                 124,            0.018221,           0.0064857,           0.0021691,             0.99604,                   1,               0.995,             0.87271,           0.0095121,           0.0028586,          0.00079599,           0.0079705,           0.0079705,           0.0079705
                 125,            0.018496,           0.0068841,           0.0018976,              0.9958,                   1,               0.995,             0.85191,            0.011331,           0.0031224,          0.00075251,            0.007954,            0.007954,            0.007954
                 126,            0.018239,           0.0066561,           0.0021275,             0.99532,             0.99837,               0.995,              0.8682,            0.010157,           0.0029958,          0.00082554,           0.0079375,           0.0079375,           0.0079375
                 127,            0.018498,           0.0065116,           0.0018721,             0.99591,                   1,               0.995,             0.86731,           0.0097475,           0.0029784,           0.0007288,            0.007921,            0.007921,            0.007921
                 128,            0.018337,           0.0068866,             0.00225,             0.99414,             0.99771,               0.995,             0.86727,            0.010283,            0.003013,          0.00091934,           0.0079045,           0.0079045,           0.0079045
                 129,            0.018299,           0.0066799,           0.0019969,             0.99632,             0.99779,               0.995,             0.86969,            0.010041,            0.002904,          0.00075913,            0.007888,            0.007888,            0.007888
                 130,              0.0182,           0.0065086,           0.0018784,             0.99658,                   1,               0.995,             0.86976,            0.010219,           0.0030506,          0.00072418,           0.0078715,           0.0078715,           0.0078715
                 131,            0.018334,           0.0066861,            0.002147,             0.99576,                   1,               0.995,             0.86469,            0.010075,           0.0029016,          0.00076479,            0.007855,            0.007855,            0.007855
                 132,            0.018473,            0.006655,           0.0020636,             0.99452,                   1,               0.995,             0.85777,            0.011219,           0.0031489,          0.00075139,           0.0078385,           0.0078385,           0.0078385
                 133,             0.01848,           0.0067537,           0.0019903,             0.99544,             0.99775,               0.995,             0.85798,            0.010368,           0.0030691,          0.00081955,            0.007822,            0.007822,            0.007822
                 134,            0.018049,           0.0065904,           0.0016661,             0.99565,              0.9979,               0.995,             0.86981,            0.010293,           0.0029423,          0.00077668,           0.0078055,           0.0078055,           0.0078055
                 135,            0.017906,           0.0065941,           0.0017598,             0.99443,             0.99776,               0.995,             0.86457,            0.010433,            0.002912,          0.00088041,            0.007789,            0.007789,            0.007789
                 136,            0.017951,            0.006389,           0.0018018,             0.99578,                   1,               0.995,             0.87099,            0.010034,           0.0029285,          0.00068349,           0.0077725,           0.0077725,           0.0077725
                 137,            0.017634,           0.0063599,           0.0018172,             0.89535,             0.96547,             0.96786,             0.70595,             0.02195,           0.0052863,           0.0011446,            0.007756,            0.007756,            0.007756
                 138,            0.018095,           0.0067298,            0.001896,             0.99537,              0.9988,               0.995,              0.8597,            0.010728,            0.002948,          0.00074133,           0.0077395,           0.0077395,           0.0077395
                 139,            0.017771,           0.0065706,           0.0018054,             0.99633,             0.99798,               0.995,             0.86999,           0.0097882,            0.002831,          0.00067462,            0.007723,            0.007723,            0.007723
                 140,            0.017416,           0.0065023,           0.0017585,             0.99563,             0.99914,               0.995,             0.86574,             0.01018,           0.0029616,          0.00070064,           0.0077065,           0.0077065,           0.0077065
                 141,            0.017783,           0.0064896,           0.0018641,             0.99558,                   1,               0.995,             0.86043,            0.010627,           0.0030739,          0.00071958,             0.00769,             0.00769,             0.00769
                 142,            0.017629,           0.0064257,           0.0016339,             0.99554,              0.9994,               0.995,             0.87845,           0.0094229,           0.0028438,          0.00064286,           0.0076735,           0.0076735,           0.0076735
                 143,            0.017624,           0.0064012,            0.001733,             0.99645,                   1,               0.995,             0.87272,           0.0093743,           0.0028212,           0.0006658,            0.007657,            0.007657,            0.007657
                 144,            0.017753,           0.0063719,           0.0016935,             0.99578,                   1,               0.995,             0.87946,           0.0094398,           0.0028309,          0.00065407,           0.0076405,           0.0076405,           0.0076405
                 145,            0.018046,           0.0064412,           0.0017663,             0.99559,             0.99829,               0.995,             0.87508,           0.0095645,           0.0029919,          0.00073951,            0.007624,            0.007624,            0.007624
                 146,            0.017945,           0.0063409,           0.0017636,             0.99601,                   1,               0.995,             0.87997,           0.0093604,           0.0028177,          0.00067218,           0.0076075,           0.0076075,           0.0076075
                 147,            0.017689,           0.0065005,           0.0018008,             0.99642,                   1,               0.995,             0.87609,           0.0095282,           0.0028432,          0.00061463,            0.007591,            0.007591,            0.007591
                 148,            0.017296,           0.0063427,           0.0016191,             0.99624,                   1,               0.995,             0.87095,            0.010536,           0.0028573,          0.00058453,           0.0075745,           0.0075745,           0.0075745
                 149,            0.017521,           0.0064145,           0.0014914,             0.99608,                   1,               0.995,             0.87164,           0.0096302,           0.0028136,          0.00067705,            0.007558,            0.007558,            0.007558
                 150,            0.017011,           0.0062876,           0.0014584,             0.99629,                   1,               0.995,             0.86848,           0.0097492,           0.0029056,          0.00061734,           0.0075415,           0.0075415,           0.0075415
                 151,            0.017143,           0.0063679,           0.0016453,             0.99605,                   1,               0.995,             0.86919,           0.0098093,           0.0028982,          0.00066405,            0.007525,            0.007525,            0.007525
                 152,            0.017517,           0.0063724,           0.0017101,             0.99613,                   1,               0.995,             0.87591,           0.0093331,           0.0028572,          0.00062104,           0.0075085,           0.0075085,           0.0075085
                 153,            0.017295,            0.006317,           0.0015113,             0.99592,                   1,               0.995,             0.87572,           0.0096886,           0.0028393,          0.00059871,            0.007492,            0.007492,            0.007492
                 154,            0.017517,           0.0064485,           0.0015528,             0.99561,                   1,               0.995,             0.86637,            0.010042,           0.0028948,          0.00067517,           0.0074755,           0.0074755,           0.0074755
                 155,             0.01749,           0.0064586,           0.0016822,             0.99542,             0.99951,               0.995,             0.86958,            0.010318,           0.0030145,          0.00061574,            0.007459,            0.007459,            0.007459
                 156,            0.017025,           0.0064175,           0.0016313,             0.99648,                   1,               0.995,             0.86949,            0.010241,           0.0028244,          0.00060986,           0.0074425,           0.0074425,           0.0074425
                 157,            0.017226,           0.0065097,           0.0016005,             0.99532,                   1,               0.995,             0.87438,           0.0092174,           0.0027622,          0.00055393,            0.007426,            0.007426,            0.007426
                 158,            0.017376,           0.0063749,           0.0014317,             0.99655,                   1,               0.995,             0.87223,           0.0094206,           0.0029174,          0.00053934,           0.0074095,           0.0074095,           0.0074095
                 159,            0.017417,           0.0063149,           0.0016701,             0.99515,                   1,               0.995,             0.87589,           0.0092503,           0.0028159,          0.00068171,            0.007393,            0.007393,            0.007393
                 160,             0.01735,           0.0064143,           0.0015189,             0.99666,                   1,               0.995,              0.8649,            0.010377,           0.0030534,          0.00058155,           0.0073765,           0.0073765,           0.0073765
